State,District,Deposit_ID,Latitude,Longitude,Reserves_tonnes,Annual_Production_tonnes,Grade_pct,Host_Rock,Formation,Avg_Temperature_C,Annual_Precip_mm,Rainy_Days,Road_Accessibility,Distance_to_Port_km,Reserve_to_Production_ratio,Production_Gap_tonnes,Topo_Slope_deg,Soil_Type,Year,Year_Index,Elevation_m,Synthetic
Maharashtra,Bhandara,Maharashtra_Bhandara,21.180018978905714,79.77705414717471,,704019.2788713996,,"Gondite, quartzite and manganese oxide lenses",Sausar Group / Dongri Buzurg Formation,27.167345472621278,1321.6436332366898,66.26211565209229,Good,640.0,,,11.75369102670108,Red and yellow loamy soil,2023-24,4,256.7692836226718,True
Madhya Pradesh,Alirajpur,Madhya_Pradesh_Alirajpur,22.305143423510845,74.36524303658048,,575.2837710092272,,"Phyllite, quartzite and gondite metasediments",Aravalli / Sausar Supergroup transition,26.628587435984578,878.8276866407068,47.81720271978422,Moderate,420.0,,,17.638167462915657,Mixed red and black soil,2023-24,4,288.2097783279794,True
Madhya Pradesh,Jabalpur,Madhya_Pradesh_Jabalpur,23.123808034577625,79.98406355024565,,44468.16259724415,,"Dolomite, phyllite and banded iron formation",Mahakoshal Group / Archaean basement,25.83330043401334,1268.5922580128315,60.0359611603394,Good,760.0,,,11.063033067294585,Black clay and red sandy loam,2023-24,4,412.2597150497168,True
Karnataka,Davangere,Karnataka_Davangere,14.462536509186426,75.93295457138589,,40012.54202026196,,Dharwar metabasalts and metasediments,Dharwar Supergroup / Shimoga Belt,26.057569687929604,699.7785582124978,43.830251730134,Good,330.0,,,10.657824833629093,Black and red loam,2022-23,3,586.8816057556468,True
Madhya Pradesh,Jhabua,Madhya_Pradesh_Jhabua,22.761061307288546,74.59056319545702,,31801.70851792111,,Manganese-bearing quartzites and phyllites,Aravalli Supergroup / Lunavada Group,25.814492995861038,831.8302188001229,43.975361414141375,Moderate,450.0,,,18.10805374668809,Shallow black and skeletal soil,2022-23,3,317.5802631520467,True
Madhya Pradesh,Katni,Madhya_Pradesh_Katni,23.845856666686746,80.44549789514586,,1.6372388469455132,,"Limestone, dolomite and BIF association",Vindhyan Supergroup / Mahakoshal Group,25.38980994248472,1188.142896796394,53.81335228422523,Good,800.0,,,9.888895099082442,Alluvial and red loam,2022-23,3,385.52990842640736,True
Maharashtra,Bhandara,Maharashtra_Bhandara,21.16694324491924,79.6374301467671,,705781.3722386601,,"Gondite, quartzite and manganese oxide lenses",Sausar Group / Dongri Buzurg Formation,27.004794889376676,1241.2755297474007,65.18322274549055,Good,640.0,,,9.166963277203989,Red and yellow loamy soil,2023-24,4,259.7400941581511,True
Odisha,Rayagada,Odisha_Raygada,19.17080212734905,83.41080230040328,,72.30958873630136,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,25.96252527552586,1357.7464199856984,68.77938341064001,Moderate,190.0,,,24.478875538520462,Red sandy loam and laterite,2022-23,3,238.82414160723894,True
Maharashtra,Bhandara,Maharashtra_Bhandara,21.122350191987252,79.61982976608746,,778861.6807028466,,"Gondite, quartzite and manganese oxide lenses",Sausar Group / Dongri Buzurg Formation,26.75304424426042,1415.1857754782122,66.13983916198966,Good,640.0,,,9.774568550771901,Red and yellow loamy soil,2023-24,4,249.95549950023238,True
Maharashtra,Nagpur,Maharashtra_Nagpur,21.16697653628503,79.14273714848343,,280758.04073957144,,Gondite and braunite-bearing quartzites,Sausar Group / Mansar Formation (Gumgaon-Ramtek),27.805127715307396,1134.7399913696772,62.872603513126585,Good,620.0,,,12.9874051450464,Deep black cotton soil,2023-24,4,281.7880235803891,True
Maharashtra,Nagpur,Maharashtra_Nagpur,21.221086995208164,79.08141120814318,,282975.7175233156,,Gondite and braunite-bearing quartzites,Sausar Group / Mansar Formation (Gumgaon-Ramtek),27.199992773281142,1124.799586593269,59.667684316100534,Good,620.0,,,12.119225861127392,Deep black cotton soil,2022-23,3,316.20688475785323,True
Odisha,Kendujhar,Odisha_Kendujhar,21.694795759904135,85.59408480327636,,515156.93069993187,,"Banded iron formation, shale and chert",Iron Ore Group (Barbil / Joda / Jamda-Koira Belt),25.356913423090607,1554.1074458716582,78.33061507109436,Good,240.0,,,22.006016680436073,Red lateritic and ferric soil,2023-24,4,588.843203290534,True
Madhya Pradesh,Jabalpur,Madhya_Pradesh_Jabalpur,23.216955758382717,80.00603066835976,,74814.98043636615,,"Dolomite, phyllite and banded iron formation",Mahakoshal Group / Archaean basement,25.903089023446004,1246.1553925193166,62.4232194655901,Good,760.0,,,13.94028946488359,Black clay and red sandy loam,2022-23,3,429.0045938738898,True
Madhya Pradesh,Chhindwara,Madhya_Pradesh_Chhindwara,21.91146348699141,78.86926146370378,,47496.24679215222,,"Gondite, dolomitic marble and calc-silicate",Sausar Group / Bichua Formation,23.174291968451527,1165.3096595669163,58.7657714727701,Good,720.0,,,19.335841256933023,Black cotton and gravelly loam,2022-23,3,681.7765290141148,True
Madhya Pradesh,Chhindwara,Madhya_Pradesh_Chhindwara,22.147116812496122,78.93812320587294,,47463.973829170274,,"Gondite, dolomitic marble and calc-silicate",Sausar Group / Bichua Formation,24.679689346014946,1131.9916913802208,57.031939736854646,Good,720.0,,,18.28789795812106,Black cotton and gravelly loam,2023-24,4,681.120542653219,True
Madhya Pradesh,Balaghat,Madhya_Pradesh_Balaghat,21.758310333911936,80.17356671714637,,980170.1035935245,,"Gonditic metasediments, quartzites and schists",Sausar Group / Mansar Formation (Bharveli Belt),24.961595391907,1456.649626146816,71.92877852761981,Good,680.0,,,14.997656019309199,Deep red lateritic and black loam,2023-24,4,290.86711859003844,True
Madhya Pradesh,Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.99807256798759,78.61691151085321,,934954.1646083518,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.362836324282096,1166.4112991699037,57.44624403681233,Good,790.0,,,13.71720425085243,Black cotton and red loamy soil,2022-23,3,298.3761855106809,True
Maharashtra,Bhandara,Maharashtra_Bhandara,21.104171389709734,79.65907926861854,,767653.008404219,,"Gondite, quartzite and manganese oxide lenses",Sausar Group / Dongri Buzurg Formation,27.355334448284086,1300.9500365041415,66.92673961206538,Good,640.0,,,8.583157907403127,Red and yellow loamy soil,2023-24,4,255.0337463864256,True
Madhya Pradesh,Alirajpur,Madhya_Pradesh_Alirajpur,22.284588393651013,74.38892222437678,,884.2428782995433,,"Phyllite, quartzite and gondite metasediments",Aravalli / Sausar Supergroup transition,26.91586405424867,868.8014491419016,45.39476048105911,Moderate,420.0,,,16.59573090190925,Mixed red and black soil,2022-23,3,310.1891176601134,True
Maharashtra,Bhandara,Maharashtra_Bhandara,21.17024711797198,79.65513056751647,,741477.1100107753,,"Gondite, quartzite and manganese oxide lenses",Sausar Group / Dongri Buzurg Formation,27.32345205705922,1380.744123663573,67.53364574356848,Good,640.0,,,9.890265818369816,Red and yellow loamy soil,2023-24,4,256.3562969781427,True
Karnataka,Ballari,Karnataka_Ballari,15.153008399074734,76.9482031696881,,312412.51825629425,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / Sandur Schist Belt,27.72186863220681,613.9192230529608,42.00598658239991,Good,380.0,,,13.585526934164141,Red sandy loam and black soil,2022-23,3,472.37737805653586,True
Madhya Pradesh,Katni,Madhya_Pradesh_Katni,23.76809618627259,80.35389825161656,,2.0083651764015182,,"Limestone, dolomite and BIF association",Vindhyan Supergroup / Mahakoshal Group,26.304806676915184,1165.2484147892003,54.99851051248617,Good,800.0,,,9.765186913088522,Alluvial and red loam,2022-23,3,376.6843225898252,True
Madhya Pradesh,Katni,Madhya_Pradesh_Katni,23.84694191482577,80.41209313829316,,1.6896322694513022,,"Limestone, dolomite and BIF association",Vindhyan Supergroup / Mahakoshal Group,26.01689568791887,1138.977517151764,56.67975072238541,Good,800.0,,,10.663168032359406,Alluvial and red loam,2022-23,3,401.2420200200336,True
Madhya Pradesh,Katni,Madhya_Pradesh_Katni,23.876121290991588,80.44320537570886,,1.9215233720103877,,"Limestone, dolomite and BIF association",Vindhyan Supergroup / Mahakoshal Group,25.81262097437923,1135.3313603463555,55.99073405555131,Good,800.0,,,8.819789935510526,Alluvial and red loam,2022-23,3,395.0416257237855,True
Madhya Pradesh,Balaghat,Madhya_Pradesh_Balaghat,21.79058914616042,80.21602714556971,,843360.21307095,,"Gonditic metasediments, quartzites and schists",Sausar Group / Mansar Formation (Bharveli Belt),24.999512571994828,1474.6219264616961,73.97227263392153,Good,680.0,,,15.472082362675687,Deep red lateritic and black loam,2023-24,4,312.1610205303845,True
Odisha,Sundargarh,Odisha_Sundargarh,22.085331759256977,84.01629349692388,,101597.27613341896,,Gonditic metasediments and quartzites,Gangpur Group / Sausar-equivalent belt,26.03567406058043,1530.4477158416614,70.4753530839447,Good,310.0,,,17.698566345371503,Red and yellow soil,2022-23,3,241.1389169493794,True
Madhya Pradesh,Jabalpur,Madhya_Pradesh_Jabalpur,23.279305205802356,79.93130737377919,,47571.85820161345,,"Dolomite, phyllite and banded iron formation",Mahakoshal Group / Archaean basement,25.528575995446403,1269.1411608771193,62.21929550914802,Good,760.0,,,11.758244471121607,Black clay and red sandy loam,2023-24,4,433.080218497352,True
Madhya Pradesh,Jabalpur,Madhya_Pradesh_Jabalpur,23.2396620072583,79.96814115423102,,69430.06840268405,,"Dolomite, phyllite and banded iron formation",Mahakoshal Group / Archaean basement,25.755654386368334,1267.9887714131985,61.69262979127596,Good,760.0,,,13.118347913388204,Black clay and red sandy loam,2022-23,3,427.9835185826887,True
Madhya Pradesh,Katni,Madhya_Pradesh_Katni,23.831205752807165,80.38782457205185,,1.963647608204437,,"Limestone, dolomite and BIF association",Vindhyan Supergroup / Mahakoshal Group,25.959258302121633,1147.5748631823483,58.89025191385307,Good,800.0,,,9.92803744770978,Alluvial and red loam,2022-23,3,375.2807455539811,True
Karnataka,Tumakuru,Karnataka_Tumakuru,13.45326843444918,77.07753659659717,,8157.532553601682,,"Amphibolite, quartzites and Dharwar schists",Dharwar Supergroup / Closepet Granites boundary,25.5793751161382,736.5167167096023,52.63802639548279,Good,390.0,,,14.087122013281173,Red loamy and gravelly soil,2023-24,4,843.5295023496816,True
Odisha,Rayagada,Odisha_Raygada,19.150366673486932,83.36077561360806,,80.07734106316846,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,26.521670769287987,1392.5888653094275,68.22079145122444,Moderate,190.0,,,24.432594451726153,Red sandy loam and laterite,2022-23,3,191.84562196216876,True
Rajasthan,Banswara,Rajasthan_Banswara,23.553314557721055,74.40865780253436,,7303.819520509194,,"Dolomitic limestone, quartzite and phyllite",Aravalli Supergroup / Ghatol-Tambesra Belt,26.9029769693531,911.09025709924,43.58986450583126,Moderate,490.0,,,14.403911100343834,Mixed red and black soil,2022-23,3,238.39439433473424,True
Madhya Pradesh,Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.997963967084505,78.68083388188299,,946570.8531728133,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.834685998884833,1185.1655476207893,59.26019863280903,Good,790.0,,,14.97366351134409,Black cotton and red loamy soil,2023-24,4,321.7949086001975,True
Karnataka,Chitradurga,Karnataka_Chitradurga,14.258708806507768,76.45749593158743,,2734.9112687151805,,Banded iron formation and Dharwar schists,Dharwar Supergroup / Chitradurga Schist Belt,26.22189019070623,594.2246800842496,40.607130135616174,Good,360.0,,,14.644186028873445,Red sandy loam,2022-23,3,727.9248842446906,True
Madhya Pradesh,Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.958949182999863,78.67098137887211,,887269.3065593535,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.427646050719,1155.1961732894567,59.267360957513404,Good,790.0,,,14.102031297240574,Black cotton and red loamy soil,2022-23,3,299.1705927584809,True
Madhya Pradesh,Chhindwara,Madhya_Pradesh_Chhindwara,22.046593794826517,79.0090536496907,,44832.649488872965,,"Gondite, dolomitic marble and calc-silicate",Sausar Group / Bichua Formation,24.117459723238802,1180.1283831226667,57.631648506969555,Good,720.0,,,18.25018666171548,Black cotton and gravelly loam,2022-23,3,673.5233099653818,True
Karnataka,Tumakuru,Karnataka_Tumakuru,13.396168303735111,77.09440248898414,,9948.990889280556,,"Amphibolite, quartzites and Dharwar schists",Dharwar Supergroup / Closepet Granites boundary,25.407924301440275,722.7395888572431,48.62829464764671,Good,390.0,,,14.105792648020522,Red loamy and gravelly soil,2022-23,3,841.3266637397738,True
Odisha,Rayagada,Odisha_Raygada,19.07391557092995,83.33663817022246,,76.08838087170662,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,26.50132868806751,1401.8241639846574,71.43759000609973,Moderate,190.0,,,23.9112035522875,Red sandy loam and laterite,2022-23,3,206.8524375341583,True
Madhya Pradesh,Chhindwara,Madhya_Pradesh_Chhindwara,22.098607816126112,78.94556231325086,,42624.64668984957,,"Gondite, dolomitic marble and calc-silicate",Sausar Group / Bichua Formation,24.0655139304918,1208.5013127427537,60.038087386483525,Good,720.0,,,19.473087198027475,Black cotton and gravelly loam,2023-24,4,689.4398635873026,True
Madhya Pradesh,Balaghat,Madhya_Pradesh_Balaghat,21.871818142887584,80.0857651148584,,827833.3591065976,,"Gonditic metasediments, quartzites and schists",Sausar Group / Mansar Formation (Bharveli Belt),25.038714592902537,1421.5047363907686,72.00267969350898,Good,680.0,,,16.697816839000005,Deep red lateritic and black loam,2023-24,4,280.73473744760645,True
Odisha,Sundargarh,Odisha_Sundargarh,22.08526633285906,84.13609696368304,,106115.35796515507,,Gonditic metasediments and quartzites,Gangpur Group / Sausar-equivalent belt,25.472436023279432,1461.1830984559358,70.02968393537834,Good,310.0,,,16.74539183023397,Red and yellow soil,2022-23,3,260.0261292162072,True
Maharashtra,Nagpur,Maharashtra_Nagpur,21.10588592067024,79.08480597873351,,270959.0766068947,,Gondite and braunite-bearing quartzites,Sausar Group / Mansar Formation (Gumgaon-Ramtek),26.732154355371154,1145.238518413544,59.766239627182955,Good,620.0,,,10.850796002811705,Deep black cotton soil,2023-24,4,285.9969122643478,True
Karnataka,Tumakuru,Karnataka_Tumakuru,13.375087429205422,77.06899153213593,,7993.1941435874005,,"Amphibolite, quartzites and Dharwar schists",Dharwar Supergroup / Closepet Granites boundary,25.646115185559704,784.0575197017673,47.359022031685925,Good,390.0,,,15.366209597783937,Red loamy and gravelly soil,2023-24,4,831.4928687191097,True
Karnataka,Davangere,Karnataka_Davangere,14.458760484102223,75.98307115562405,,36992.60441409647,,Dharwar metabasalts and metasediments,Dharwar Supergroup / Shimoga Belt,26.327877309722318,647.2419775219448,46.2259307609492,Good,330.0,,,11.683802295418811,Black and red loam,2022-23,3,617.1126615647984,True
Madhya Pradesh,Jhabua,Madhya_Pradesh_Jhabua,22.732838675553715,74.65409675146935,,30450.614243752927,,Manganese-bearing quartzites and phyllites,Aravalli Supergroup / Lunavada Group,27.18616961027406,851.7910386425783,41.544000238355004,Moderate,450.0,,,21.933793485188186,Shallow black and skeletal soil,2023-24,4,302.1257842374354,True
Madhya Pradesh,Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.94643150153102,78.62840651742349,,1240368.1008539756,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.364161152686115,1145.1754343207465,55.698872759188816,Good,790.0,,,14.420226709474585,Black cotton and red loamy soil,2023-24,4,300.8073555701159,True
Madhya Pradesh,Balaghat,Madhya_Pradesh_Balaghat,21.784357840745184,80.07773166660324,,787550.910389792,,"Gonditic metasediments, quartzites and schists",Sausar Group / Mansar Formation (Bharveli Belt),24.828822886158378,1465.098686862667,71.6280866456279,Good,680.0,,,16.886759054404738,Deep red lateritic and black loam,2023-24,4,281.329860847282,True
Karnataka,Tumakuru,Karnataka_Tumakuru,13.392522550492847,77.11743930307604,,7443.712989275698,,"Amphibolite, quartzites and Dharwar schists",Dharwar Supergroup / Closepet Granites boundary,25.963734487783572,718.5809028619211,49.91112766459129,Good,390.0,,,13.804641025701898,Red loamy and gravelly soil,2023-24,4,833.7383823857274,True
Karnataka,Tumakuru,Karnataka_Tumakuru,13.363547510342993,77.07901789515479,,7276.946046797542,,"Amphibolite, quartzites and Dharwar schists",Dharwar Supergroup / Closepet Granites boundary,25.298173447718206,794.3038610494598,51.11908074123233,Good,390.0,,,15.728714234074346,Red loamy and gravelly soil,2023-24,4,805.158473515935,True
Karnataka,Davangere,Karnataka_Davangere,14.48722148144554,75.94652762858662,,41821.42666565246,,Dharwar metabasalts and metasediments,Dharwar Supergroup / Shimoga Belt,25.92261595933973,682.0588318977308,45.053170682652194,Good,330.0,,,12.327009868789315,Black and red loam,2022-23,3,625.2782018018373,True
Karnataka,Tumakuru,Karnataka_Tumakuru,13.343619465042043,77.08451402486172,,7890.948798020882,,"Amphibolite, quartzites and Dharwar schists",Dharwar Supergroup / Closepet Granites boundary,25.3141582234055,752.6647438857464,52.08974562490886,Good,390.0,,,16.68358620953802,Red loamy and gravelly soil,2023-24,4,794.884547103376,True
Madhya Pradesh,Katni,Madhya_Pradesh_Katni,23.846378829700768,80.36668433911969,,2.1278386726250087,,"Limestone, dolomite and BIF association",Vindhyan Supergroup / Mahakoshal Group,26.330877429998736,1087.2348247789491,54.40617802140662,Good,800.0,,,11.967299235842772,Alluvial and red loam,2022-23,3,382.57272904794814,True
Madhya Pradesh,Jhabua,Madhya_Pradesh_Jhabua,22.77379653651831,74.62653112038977,,31109.41545627756,,Manganese-bearing quartzites and phyllites,Aravalli Supergroup / Lunavada Group,26.33121863245398,828.8804634934488,45.99867266494898,Moderate,450.0,,,21.739648041931012,Shallow black and skeletal soil,2022-23,3,311.2926351400508,True
Madhya Pradesh,Alirajpur,Madhya_Pradesh_Alirajpur,22.327642187796222,74.4155786261567,,543.4519034543858,,"Phyllite, quartzite and gondite metasediments",Aravalli / Sausar Supergroup transition,27.031728537103614,846.5639083408568,47.300498011156726,Moderate,420.0,,,17.163942885154214,Mixed red and black soil,2023-24,4,309.74017201854457,True
Karnataka,Ballari,Karnataka_Ballari,15.204202812365443,76.93594792601372,,323537.2069437198,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / Sandur Schist Belt,27.508174360640094,638.2258036214736,40.80050110176227,Good,380.0,,,13.376399310741787,Red sandy loam and black soil,2022-23,3,474.72956307843367,True
Maharashtra,Bhandara,Maharashtra_Bhandara,21.175417852010433,79.59684415586726,,543277.9802457098,,"Gondite, quartzite and manganese oxide lenses",Sausar Group / Dongri Buzurg Formation,27.47854352932692,1219.717568067452,66.12093689623474,Good,640.0,,,7.98589740513471,Red and yellow loamy soil,2022-23,3,243.65149433724451,True
Odisha,Rayagada,Odisha_Raygada,19.081532084432,83.42700561683685,,66.99940870896411,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,26.346331131463273,1440.3857813699972,67.21085429626122,Moderate,190.0,,,24.169706545142812,Red sandy loam and laterite,2022-23,3,227.6822466272278,True
Rajasthan,Banswara,Rajasthan_Banswara,23.46272391380046,74.45947081753428,,4869.19749253268,,"Dolomitic limestone, quartzite and phyllite",Aravalli Supergroup / Ghatol-Tambesra Belt,26.562127081816932,898.7023760677205,42.1069632536438,Moderate,490.0,,,13.842535367766578,Mixed red and black soil,2023-24,4,231.30782604900523,True
Madhya Pradesh,Balaghat,Madhya_Pradesh_Balaghat,21.79899906351226,80.13659996886132,,667986.6017735694,,"Gonditic metasediments, quartzites and schists",Sausar Group / Mansar Formation (Bharveli Belt),25.431515676935945,1324.1040431182846,66.44401143854286,Good,680.0,,,15.00358137399761,Deep red lateritic and black loam,2022-23,3,314.06855452377255,True
Madhya Pradesh,Jabalpur,Madhya_Pradesh_Jabalpur,23.196541774784905,79.92699778083491,,68787.95780666778,,"Dolomite, phyllite and banded iron formation",Mahakoshal Group / Archaean basement,26.242679043905508,1267.672988407183,61.59411611264926,Good,760.0,,,13.565460419169092,Black clay and red sandy loam,2022-23,3,428.85620344940617,True
Odisha,Kendujhar,Odisha_Kendujhar,21.667598650917004,85.5934173529399,,529205.3126138662,,"Banded iron formation, shale and chert",Iron Ore Group (Barbil / Joda / Jamda-Koira Belt),24.652990479131052,1519.5790865982397,76.45754005785787,Good,240.0,,,21.97775220515079,Red lateritic and ferric soil,2022-23,3,556.1665365373191,True
Rajasthan,Banswara,Rajasthan_Banswara,23.55690381736789,74.45137886328507,,5157.75582323588,,"Dolomitic limestone, quartzite and phyllite",Aravalli Supergroup / Ghatol-Tambesra Belt,26.5238318951638,943.8933306759396,43.75308720816304,Moderate,490.0,,,13.122011234034092,Mixed red and black soil,2023-24,4,247.89242211434967,True
Maharashtra,Nagpur,Maharashtra_Nagpur,21.162911855929888,79.10575964117555,,265160.1533615125,,Gondite and braunite-bearing quartzites,Sausar Group / Mansar Formation (Gumgaon-Ramtek),27.325168404668325,1186.710253223587,58.40423447276301,Good,620.0,,,14.710745527218325,Deep black cotton soil,2023-24,4,302.09926912080687,True
Karnataka,Chitradurga,Karnataka_Chitradurga,14.220734193937545,76.38788474214728,,2704.530469011816,,Banded iron formation and Dharwar schists,Dharwar Supergroup / Chitradurga Schist Belt,26.243700116509274,626.8898417684286,39.831860604559196,Good,360.0,,,16.326843470388024,Red sandy loam,2022-23,3,740.4340930787174,True
Madhya Pradesh,Chhindwara,Madhya_Pradesh_Chhindwara,22.03711578878287,78.92178640106619,,44354.9282089242,,"Gondite, dolomitic marble and calc-silicate",Sausar Group / Bichua Formation,24.36316218176906,1194.5635035217792,57.24757579243307,Good,720.0,,,20.91295480773175,Black cotton and gravelly loam,2022-23,3,671.1905598292833,True
Maharashtra,Bhandara,Maharashtra_Bhandara,21.18047791142782,79.60482048359196,,823067.0764731709,,"Gondite, quartzite and manganese oxide lenses",Sausar Group / Dongri Buzurg Formation,27.501700017644247,1362.333588577645,65.24062694971488,Good,640.0,,,8.266790896791017,Red and yellow loamy soil,2023-24,4,263.92946600274155,True
Karnataka,Chitradurga,Karnataka_Chitradurga,14.160889150114697,76.39702810464917,,3135.425597574147,,Banded iron formation and Dharwar schists,Dharwar Supergroup / Chitradurga Schist Belt,26.79019237487312,599.4796876727265,38.80971017527142,Good,360.0,,,14.48524522420646,Red sandy loam,2022-23,3,737.468017335499,True
Maharashtra,Nagpur,Maharashtra_Nagpur,21.03111780184869,79.0755024578065,,250324.44875964138,,Gondite and braunite-bearing quartzites,Sausar Group / Mansar Formation (Gumgaon-Ramtek),27.91576398728858,1167.1968114981237,62.45206781982136,Good,620.0,,,12.29123141684738,Deep black cotton soil,2023-24,4,307.5302345868407,True
Madhya Pradesh,Jabalpur,Madhya_Pradesh_Jabalpur,23.144867060908144,79.95952351905282,,69997.86768736792,,"Dolomite, phyllite and banded iron formation",Mahakoshal Group / Archaean basement,25.219701249143295,1254.1205087976637,62.67280187737975,Good,760.0,,,14.248757772410507,Black clay and red sandy loam,2022-23,3,433.16090451255053,True
Odisha,Rayagada,Odisha_Rayagada,19.15940000629399,83.4397218604,,134.10505751404907,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,27.151811146488207,1422.6484119615204,69.205304892613,Moderate,190.0,,,22.128781883939013,Red sandy loam and laterite,2022-23,3,193.85270856578285,True
Madhya Pradesh,Jabalpur,Madhya_Pradesh_Jabalpur,23.209286824465135,79.99663627400417,,73051.58463457081,,"Dolomite, phyllite and banded iron formation",Mahakoshal Group / Archaean basement,25.42792053476208,1235.825666072031,60.83869719450883,Good,760.0,,,12.795930484951565,Black clay and red sandy loam,2022-23,3,420.7762221210456,True
Odisha,Rayagada,Odisha_Raygada,19.21713749294252,83.47141629802884,,90.83777552763777,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,27.28040614449334,1425.1467907427818,64.864139167139,Moderate,190.0,,,23.58115125607496,Red sandy loam and laterite,2022-23,3,202.21761791051608,True
Madhya Pradesh,Balaghat,Madhya_Pradesh_Balaghat,21.804523646918415,80.19942122385278,,923603.2982472638,,"Gonditic metasediments, quartzites and schists",Sausar Group / Mansar Formation (Bharveli Belt),25.00980776545906,1500.521131859475,71.56554768356264,Good,680.0,,,16.971139006822913,Deep red lateritic and black loam,2023-24,4,323.01779412550843,True
Karnataka,Tumakuru,Karnataka_Tumakuru,13.370719956260999,77.09016287479369,,9235.72653714427,,"Amphibolite, quartzites and Dharwar schists",Dharwar Supergroup / Closepet Granites boundary,25.822402761238177,755.117589088352,51.309319056895575,Good,390.0,,,15.824427062384979,Red loamy and gravelly soil,2022-23,3,808.0651624930413,True
Karnataka,Tumakuru,Karnataka_Tumakuru,13.222675247026197,77.05110730121223,,7585.749805769607,,"Amphibolite, quartzites and Dharwar schists",Dharwar Supergroup / Closepet Granites boundary,25.470792925870693,735.3518533171004,49.12002459094058,Good,390.0,,,15.23694861154595,Red loamy and gravelly soil,2023-24,4,838.8126097710475,True
Rajasthan,Banswara,Rajasthan_Banswara,23.55770161585934,74.52793119167526,,6281.051126890277,,"Dolomitic limestone, quartzite and phyllite",Aravalli Supergroup / Ghatol-Tambesra Belt,27.40354691882573,931.6110520205503,41.71194467989065,Moderate,490.0,,,13.609314570024743,Mixed red and black soil,2022-23,3,242.74660150884105,True
Madhya Pradesh,Katni,Madhya_Pradesh_Katni,23.81849023419986,80.45438725002836,,2.403952620824139,,"Limestone, dolomite and BIF association",Vindhyan Supergroup / Mahakoshal Group,25.978464386966788,1126.1228875589682,55.78955173149826,Good,800.0,,,10.674454988480468,Alluvial and red loam,2022-23,3,390.28685162333244,True
Rajasthan,Banswara,Rajasthan_Banswara,23.51711555793929,74.4007496310965,,5376.844102602074,,"Dolomitic limestone, quartzite and phyllite",Aravalli Supergroup / Ghatol-Tambesra Belt,27.02506179794872,922.92191055282,43.925921146498894,Moderate,490.0,,,16.785318394224728,Mixed red and black soil,2023-24,4,226.89558932522482,True
Madhya Pradesh,Balaghat,Madhya_Pradesh_Balaghat,21.742195115482424,80.18817941437788,,909326.529611678,,"Gonditic metasediments, quartzites and schists",Sausar Group / Mansar Formation (Bharveli Belt),24.523909571798736,1452.0430174765233,69.14572719562752,Good,680.0,,,14.713606664916302,Deep red lateritic and black loam,2023-24,4,318.87565882562035,True
Odisha,Kendujhar,Odisha_Kendujhar,21.57061448348322,85.56607289589603,,554063.6002189912,,"Banded iron formation, shale and chert",Iron Ore Group (Barbil / Joda / Jamda-Koira Belt),25.14302035117859,1427.3724994144213,80.19199750045088,Good,240.0,,,21.80923953966545,Red lateritic and ferric soil,2022-23,3,605.5877902081685,True
Odisha,Kendujhar,Odisha_Kendujhar,21.596520547244292,85.61682234315633,,548699.3461975963,,"Banded iron formation, shale and chert",Iron Ore Group (Barbil / Joda / Jamda-Koira Belt),25.315480238530043,1580.559734238266,77.55521906055708,Good,240.0,,,22.11458443702388,Red lateritic and ferric soil,2022-23,3,559.404954746717,True
Odisha,Kendujhar,Odisha_Kendujhar,21.58603194692553,85.56755541033546,,548454.8779139355,,"Banded iron formation, shale and chert",Iron Ore Group (Barbil / Joda / Jamda-Koira Belt),25.192060153636024,1559.6966972582832,74.7549196946689,Good,240.0,,,21.38370691180789,Red lateritic and ferric soil,2022-23,3,563.4401704694251,True
Maharashtra,Bhandara,Maharashtra_Bhandara,21.140415863671393,79.70290586915499,,732488.9084553941,,"Gondite, quartzite and manganese oxide lenses",Sausar Group / Dongri Buzurg Formation,26.786482326224913,1266.8660501701609,64.86741016883799,Good,640.0,,,10.711977022991052,Red and yellow loamy soil,2023-24,4,248.95434918424888,True
Madhya Pradesh,Jhabua,Madhya_Pradesh_Jhabua,22.775193860256106,74.59741652676678,,33552.911736529066,,Manganese-bearing quartzites and phyllites,Aravalli Supergroup / Lunavada Group,26.484903243625684,844.4877997630755,47.99502835560953,Moderate,450.0,,,17.892807652670314,Shallow black and skeletal soil,2022-23,3,326.22192569463294,True
