State,District,Deposit_ID,Latitude,Longitude,Reserves_tonnes,Annual_Production_tonnes,Grade_pct,Host_Rock,Formation,Avg_Temperature_C,Annual_Precip_mm,Rainy_Days,Road_Accessibility,Distance_to_Port_km,Reserve_to_Production_ratio,Production_Gap_tonnes,Topo_Slope_deg,Soil_Type,Year,Year_Index,Synthetic
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,22.939901463836595,78.66631793473239,,38505.40991536772,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,26.099053785761797,1121.2837760513198,54.646770561141395,Good,790.0,,,14.714396482630658,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.922157231726167,78.63995573574157,,40003.780120653384,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,26.03745459778459,1115.1576874061855,53.69648170364147,Good,790.0,,,14.249036122306942,Black cotton and red loamy soil,2023-24,4,True
Odisha,Odisha,Odisha_Rayagada,20.928598444505774,85.14947788867765,,116.02596958913192,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,25.978763279125257,1491.2395153534974,71.03082080580162,Moderate,280.0,,,20.241659719820838,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,22.90597610730461,78.67842137759712,,31160.922090638607,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.667024268817926,1139.0420118315064,57.89619872787241,Good,790.0,,,14.54113161080453,Black cotton and red loamy soil,2023-24,4,True
Maharashtra,Maharashtra,Maharashtra_Bhandara,19.70019461398958,75.7424528054593,,471855.0929542401,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.256212751640074,1235.0874632843468,66.38680219138526,Good,620.0,,,10.57626556460094,Deep black and red lateritic soil,2022-23,3,True
Odisha,Odisha,Odisha_Sundargarh,20.962456537907144,85.07371336263486,,89194.24535526343,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.445771652450592,1418.8406773293104,70.06421534794187,Moderate,280.0,,,21.451178849021066,Red lateritic and alluvial soil,2023-24,4,True
Maharashtra,Maharashtra,Maharashtra_Nagpur,19.65498878676282,75.77833747980047,,353501.9044592361,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.57692492393117,1202.1282306153125,65.91882789497514,Good,620.0,,,11.58836167778379,Deep black and red lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,22.96580304635911,78.61236447832312,,32715.210398599647,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.291330608331418,1148.4751457013035,56.42755410031866,Good,790.0,,,12.063161959379816,Black cotton and red loamy soil,2022-23,3,True
Odisha,Odisha,Odisha_Rayagada,20.95857841329748,85.08500699351725,,120.62189128309075,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.844718856093213,1476.6187492957688,74.10536996389177,Moderate,280.0,,,18.505594380180693,Red lateritic and alluvial soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Bhandara,19.825413000518243,75.7069330906478,,528885.1915785403,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.15753674604206,1251.3791338837773,67.21907210107437,Good,620.0,,,10.269328394492781,Deep black and red lateritic soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Chitradurga,15.324395844585476,75.76240075347326,,2922.313401584739,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.91179009232693,1115.1881276700506,60.26190550427044,Good,410.0,,,16.58725916680279,Red sandy loam and lateritic soil,2022-23,3,True
Odisha,Odisha,Odisha_Raygada,20.948436489212593,85.03027391135939,,66.7851448375618,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.284151916822623,1364.1328955546346,69.31531812267224,Moderate,280.0,,,19.982437173522555,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Katni,22.98429479021097,78.62834500703853,,1.8000253779705992,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,24.5023394803628,1184.6562752185532,58.56968807321627,Good,790.0,,,13.47728130383032,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.988908125650482,78.65022288279565,,913666.1465958832,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,26.233910798939423,1199.080066972217,57.840377197449875,Good,790.0,,,14.34935062256043,Black cotton and red loamy soil,2022-23,3,True
Odisha,Odisha,Odisha_Raygada,20.93253587316352,85.13013206884716,,85.67861793881778,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.417536978476953,1481.723073963344,69.12918505411207,Moderate,280.0,,,21.251725008565195,Red lateritic and alluvial soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.355382146125596,75.62382890837523,,9266.431494241579,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.90992702835443,1141.3710759781384,61.5084769999742,Good,410.0,,,15.575226272206908,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.965355813819247,78.7014186356664,,40895.34218672005,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.062726544470916,1133.0969739827221,55.16968776830815,Good,790.0,,,11.679643987613854,Black cotton and red loamy soil,2023-24,4,True
Odisha,Odisha,Odisha_Raygada,20.91527700464314,85.12084195837097,,74.66492604574552,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.967210767504472,1397.686203696239,68.04808236777019,Moderate,280.0,,,19.94304545878647,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,22.972916613968472,78.64847239942547,,28338.00833393385,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.645582276831348,1191.4011882636787,54.92984377191872,Good,790.0,,,13.986353208204703,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.96955284252307,78.70202075429397,,587465.9016868708,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.277166666223707,1101.2491866756543,54.95543943670534,Good,790.0,,,14.685749035274661,Black cotton and red loamy soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.347992689618449,75.66829356323494,,7314.6462345709815,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.311412603352117,1099.236469189925,62.565173965838596,Good,410.0,,,15.077113558104733,Red sandy loam and lateritic soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.984525749058186,78.6632247633962,,968742.5615610034,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.592058586602445,1183.2596042993684,56.624658018143094,Good,790.0,,,14.058274330935447,Black cotton and red loamy soil,2023-24,4,True
Odisha,Odisha,Odisha_Sundargarh,20.999209003730478,85.05767507921946,,74020.25615381455,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,25.8134560056307,1490.9556703086819,72.00349079530301,Moderate,280.0,,,18.38012800560823,Red lateritic and alluvial soil,2023-24,4,True
Odisha,Odisha,Odisha_Kendujhar,20.93683133213657,85.0627747751366,,534962.8568425312,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,27.22915808285201,1455.0260171661155,71.0325951442029,Moderate,280.0,,,20.93083822635053,Red lateritic and alluvial soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.362741947342217,75.67706598408763,,10600.872436743972,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.51706447780215,1147.8498530222585,65.57033680414426,Good,410.0,,,14.984932094271183,Red sandy loam and lateritic soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Bhandara,19.781100569452175,75.73937625133489,,765592.631473195,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.537382843465323,1252.4239823072226,69.27074228572255,Good,620.0,,,12.442545624204053,Deep black and red lateritic soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Alirajpur,23.040672664772035,78.72605981363542,,624.3271012546605,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.205332814402805,1092.273256185904,54.44031808471996,Good,790.0,,,14.083621077410557,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.929661145181523,78.67277965217994,,41906.959038190704,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.404218613210638,1175.4063270722982,57.40559455379556,Good,790.0,,,15.350625120952657,Black cotton and red loamy soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Davangere,15.353068533140537,75.71435781756365,,38519.06548268005,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.772094652650118,1107.1123240565207,65.59512233328928,Good,410.0,,,15.948802888183403,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,22.9435560697339,78.60688737844306,,76154.72688441553,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.0211504809141,1166.8027597171986,56.69789624478614,Good,790.0,,,13.797086015204453,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,23.015768949555856,78.69793347371541,,33954.53803894261,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.357060376876703,1180.9538165087777,58.99140277179985,Good,790.0,,,12.213292488631922,Black cotton and red loamy soil,2023-24,4,True
Maharashtra,Maharashtra,Maharashtra_Bhandara,19.802993244464204,75.75789918601367,,737162.6872873149,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.220611716662628,1188.7686815633226,68.75856006873033,Good,620.0,,,10.916301172641939,Deep black and red lateritic soil,2023-24,4,True
Odisha,Odisha,Odisha_Kendujhar,20.928584235676894,85.1086153925988,,513353.4505613042,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.676030918183685,1386.8565516478109,69.5958335092212,Moderate,280.0,,,19.680893402989103,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Katni,22.984328160914085,78.61132283995633,,1.9244647760238187,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.259302596954775,1139.3906054360978,57.48820877795671,Good,790.0,,,14.31145283430344,Black cotton and red loamy soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Nagpur,19.752664397863068,75.7151366911213,,285293.04751127877,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,26.359170942860317,1286.6446862989185,64.27630969351497,Good,620.0,,,10.837920487265713,Deep black and red lateritic soil,2023-24,4,True
Maharashtra,Maharashtra,Maharashtra_Nagpur,19.70638876940433,75.6987077395284,,271431.9010833037,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.23857685605079,1277.0583889153097,71.12287640360715,Good,620.0,,,9.327165566897062,Deep black and red lateritic soil,2022-23,3,True
Odisha,Odisha,Odisha_Kendujhar,20.938262430998392,85.17470240856258,,566448.8884142796,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,27.099619849289578,1404.6119381615654,73.67477335097504,Moderate,280.0,,,19.67373799497696,Red lateritic and alluvial soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,23.1005541471747,78.69095142299379,,43201.15295379731,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.44587023911615,1236.5067516137365,57.73094894528567,Good,790.0,,,13.90670135034651,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.974643423510848,78.66804303658047,,705845.2706096489,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.228587435984576,1204.5108881604983,58.81720271978422,Good,790.0,,,13.638167462915659,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.93411922320679,78.59920803457761,,41510.5713525505,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,24.722061573553102,1178.7241769873365,58.333145337219065,Good,790.0,,,14.424965897436149,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Alirajpur,22.9571222500491,78.63350503460268,,557.9167747712746,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.69086115018379,1168.4243254101468,54.315649667258185,Good,790.0,,,13.30649383542772,Black cotton and red loamy soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.241622149867522,75.63555634238412,,9890.247926335416,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.05349893710968,1171.321889956678,62.1260047366694,Good,410.0,,,14.992107050376456,Red sandy loam and lateritic soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Bhandara,19.78940598439393,75.66945580396329,,678326.7985043433,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.090206140214423,1215.52602624991,68.45111967902037,Good,620.0,,,11.896579886425366,Deep black and red lateritic soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Alirajpur,22.873332006233614,78.58874028549558,,716.6153547857076,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.835731582526254,1120.419719694642,56.13732112352098,Good,790.0,,,14.288916667168706,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Katni,23.015373584421738,78.62985930777273,,1.8666805448788852,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.41350339304332,1142.2586046123827,56.376507338355104,Good,790.0,,,13.591611372745273,Black cotton and red loamy soil,2022-23,3,True
Telangana,Telangana,,18.106502300403275,79.08283104428597,,5760.981049977695,,"Quartzite, dolomitic sediment and granite-derived weathered mantle",Peninsular gneiss / Cuddapah sediments,27.136392096862,945.587398778841,52.20510636745254,Good,510.0,,,13.46435793007388,Red and black mixed soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Katni,22.93035019198725,78.62682976608745,,2.0645449616189517,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,24.95304424426042,1249.0086579031192,57.13983916198965,Good,790.0,,,13.774568550771901,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Katni,23.030852070262533,78.67807653628502,,2.2304904131991528,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.74559180076624,1187.653859664709,59.315015516042266,Good,790.0,,,13.377832299745743,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Katni,22.950542031232132,78.650253686322,,2.3250026317548973,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.0965481602868,1088.3104440993577,57.23845172225479,Good,790.0,,,13.682093451371538,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.973640667217445,78.67483296263892,,999247.1185418566,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.318705734526517,1158.079675300959,57.15142657591367,Good,790.0,,,14.413792317190214,Black cotton and red loamy soil,2023-24,4,True
Odisha,Odisha,Odisha_Raygada,20.948184930303373,85.13611157859535,,81.45175089340265,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.806341410112463,1533.6052453783689,67.69827098162887,Moderate,280.0,,,20.309620081909166,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.984974366278287,78.64267206737715,,42840.68890138476,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.571768348147835,1173.6283868547182,59.40061251651864,Good,790.0,,,14.886393959567952,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.991470744037642,78.67600117349066,,41656.35939966922,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,24.123055511174826,1045.505014324603,53.55307318518916,Good,790.0,,,14.382885736385049,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Katni,22.973323205872948,78.67322144707525,,2.276176661271803,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.230589453949563,1135.9640392423862,61.485840624805974,Good,790.0,,,15.370540988614131,Black cotton and red loamy soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.262710333911937,75.70366671714636,,7538.823792488123,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.761595391907,1165.3197009174528,61.92877852761982,Good,410.0,,,14.997656019309199,Red sandy loam and lateritic soil,2023-24,4,True
Odisha,Odisha,Odisha_Raygada,20.960624880736244,85.1231725679876,,70.15845747420542,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.50102148779835,1496.9111561772622,69.78763613875485,Moderate,280.0,,,20.034611874185256,Red lateritic and alluvial soil,2022-23,3,True
Odisha,Odisha,Odisha_Sundargarh,20.969452508375323,85.11703479224131,,97028.96264315586,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.455682094728346,1397.1394276444705,67.16631581480625,Moderate,280.0,,,21.10467921540253,Red lateritic and alluvial soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.26112923607637,75.72714160619984,,7808.648963991393,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.931035258097193,1169.3169576478224,63.263962967522794,Good,410.0,,,16.735583092428374,Red sandy loam and lateritic soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Ballari,15.369892314860236,75.70951063273479,,302488.193923548,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.317746078735983,1140.3987195557793,65.58874010920071,Good,410.0,,,16.870555609419725,Red sandy loam and lateritic soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.314928694158962,75.68472852254504,,9577.119917568332,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.84576746576904,1191.1330085944403,63.64750626375236,Good,410.0,,,16.12117794929946,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.958406341484096,78.68714992654519,,726751.526990175,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.519073491903917,1190.8476956520933,58.34015848440438,Good,790.0,,,14.002993291199957,Black cotton and red loamy soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Davangere,15.275498251616547,75.67305819357286,,37917.93453046066,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.62473933968508,1109.866588671394,58.68980931362963,Good,410.0,,,17.442304791186245,Red sandy loam and lateritic soil,2022-23,3,True
Odisha,Odisha,Odisha_Kendujhar,20.96434191482577,85.11489313829316,,561477.6605780838,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.81689568791887,1436.1020868435285,70.6797507223854,Moderate,280.0,,,19.66316803235941,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.973214681111028,78.69872129099159,,1001033.5172694664,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,24.636926477428684,1079.0482024890248,57.07211985359559,Good,790.0,,,13.635561747735538,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.97334429394227,78.69634545267843,,870576.6458808449,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.569806389391008,1173.2681525924904,55.94416472535137,Good,790.0,,,13.4996389226031,Black cotton and red loamy soil,2023-24,4,True
Odisha,Odisha,Odisha_Raygada,20.97964265381486,85.1025770354949,,71.50357608643357,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.265822864004214,1490.8881909415568,71.9477882564348,Moderate,280.0,,,20.6774013686923,Red lateritic and alluvial soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Nagpur,19.769000489944794,75.66422977884486,,283326.59283971373,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.289908062152186,1188.1615419535724,66.0887496651972,Good,620.0,,,11.462337423096978,Deep black and red lateritic soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.32329369655949,75.73034687672063,,8076.102358297891,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.317939520567872,1164.4516988357047,64.94402913298026,Good,410.0,,,18.44513014505892,Red sandy loam and lateritic soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Chitradurga,15.362589382887169,75.68812531519147,,2984.5791602212635,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.30891756351011,1178.0559088187265,61.08705771155056,Good,410.0,,,15.846314895637983,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,22.965524572051844,78.61231532147728,,33233.75394505599,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.905794084924285,1121.2907269303664,56.84528764035829,Good,790.0,,,14.45502372034752,Black cotton and red loamy soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.42966843444918,75.69043659659717,,8973.408154223334,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.8793751161382,1095.3325530553059,64.6380263954828,Good,410.0,,,15.087122013281173,Red sandy loam and lateritic soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Alirajpur,22.97781582902449,78.64056667348693,,500.740504067018,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.55140805810415,1174.9390073883771,57.12383296735992,Good,790.0,,,13.848752353253625,Black cotton and red loamy soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.317640225068926,75.74569729011662,,8116.269741027827,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.703154968470002,1097.3288167776034,60.80782220068767,Good,410.0,,,16.65324488328123,Red sandy loam and lateritic soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.356246540453762,75.76357839987254,,8756.965904267501,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.35271492604357,1133.3641695723768,62.989113310645706,Good,410.0,,,17.22629295564895,Red sandy loam and lateritic soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Chitradurga,15.345328926274384,75.65966744115494,,2814.292628060534,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.98188120067128,1184.9324265907726,59.805324650905916,Good,410.0,,,16.59834704707488,Red sandy loam and lateritic soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.271210046348928,75.70428251211717,,8065.567262706262,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.320589401390052,1212.9247417530082,61.45665123262542,Good,410.0,,,16.840220162694198,Red sandy loam and lateritic soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Katni,22.933854914022618,78.67491269112175,,2.000497429878568,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.273555351248792,1168.2207649087638,57.70406894360585,Good,790.0,,,15.133680478756702,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,23.04425364969071,78.65296215990767,,71690.46232358649,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.33553848871967,1134.4263611314489,56.45968974132581,Good,790.0,,,13.764170637825147,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,23.028668303735113,78.65030248898414,,1145628.163353384,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.307924301440273,1079.4764372034465,55.62829464764671,Good,790.0,,,13.105792648020522,Black cotton and red loamy soil,2023-24,4,True
Telangana,Telangana,,18.181151800121995,78.92651557092995,,5159.092631643653,,"Quartzite, dolomitic sediment and granite-derived weathered mantle",Peninsular gneiss / Cuddapah sediments,26.968921243300624,932.0084858383394,52.00759250324292,Good,510.0,,,15.037227836421577,Red and black mixed soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,22.95803016348478,78.69766174772967,,33916.13501888755,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.641536548667403,1142.8522093636868,57.94617439605495,Good,790.0,,,14.01452788193757,Black cotton and red loamy soil,2022-23,3,True
Odisha,Odisha,Odisha_Kendujhar,20.97961267356,85.10292452490314,,534530.2920235993,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.695425842201246,1459.340934937032,68.87703394643424,Moderate,280.0,,,20.96265757248684,Red lateritic and alluvial soil,2022-23,3,True
Rajasthan,Rajasthan,Rajasthan_Banswara,27.00926957409725,74.20771567320936,,4403.639212450108,,"Dolomite, limestone and metamorphic carbonate rocks",Aravalli fold belt / Delhi Supergroup,28.30381054044415,567.838822514383,25.62585914725126,Moderate,980.0,,,14.549127871459913,Sandy desert and brown loam soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Alirajpur,22.956930023292614,78.64235666838772,,698.7170375929816,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,26.26009843222656,1124.830181232526,60.60348389549429,Good,790.0,,,13.13915832147643,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.90939176603826,78.62642102166758,,46262.81532383675,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.05075180586459,1087.1959824007397,56.83029893667598,Good,790.0,,,13.883119813591476,Black cotton and red loamy soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Nagpur,19.719491532135926,75.73921431658428,,288037.7484119758,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,26.637828855545038,1240.7012365049861,69.70937146027113,Good,620.0,,,12.417471958742015,Deep black and red lateritic soil,2022-23,3,True
